"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$1317_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$960_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""ADMIN"".""COPY$43_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$2048_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$1757_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5121_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$904_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6399_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$330_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$3518_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$3562_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$944_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$454_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$96_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$327_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4953_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4459_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4458_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$203_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5806_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$1061_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4212_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$774_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6264_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$829_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$524_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5818_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4281_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$2093_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4336_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$1083_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$758_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4977_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$2432_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4743_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$185_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6387_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$706_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4620_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$651_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$1646_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6604_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$256_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$3179_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$3629_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$540_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$401_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$580_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""ADMIN"".""COPY$123_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4102_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5874_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4225_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5997_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$379_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5707_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4989_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5652_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$1523_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4731_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$1027_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6375_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$869_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$173_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$663_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$3803_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$478_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$244_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$817_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
